Presynaptic_ID,Postsynaptic_ID,Presynaptic_Index,Postsynaptic_Index,Connectivity,Excitatory,Excitatory x Connectivity
720575940612264817,720575940632689199,13536,109569,3,-1,-3
720575940612264817,720575940625357547,13536,71057,77,-1,-77
720575940612264817,720575940626783065,13536,78311,222,-1,-222
720575940612264817,720575940609137500,13536,6936,2,-1,-2
720575940612264817,720575940619918203,13536,40992,2,-1,-2
720575940612264817,720575940633787309,13536,113568,16,-1,-16
720575940612264817,720575940606696369,13536,3692,28,-1,-28
720575940612264817,720575940635089945,13536,116843,1,-1,-1
720575940612264817,720575940624931888,13536,68913,8,-1,-8
720575940612264817,720575940628200551,13536,86814,3,-1,-3
720575940612264817,720575940623957173,13536,63536,2,-1,-2
720575940612264817,720575940618321364,13536,34640,2,-1,-2
720575940612264817,720575940623113752,13536,58832,18,-1,-18
